Logo,Nom,Secteur,Année de création,Label Date,Site web,Résumé,Founders,Courriel,Téléphone
undefined,SOLIXY,Business Software and services,2017,Dec-19,,Qui dit SOLIXY dit un magasin intelligent. Nous développons des solutions innovantes basées sur l'Intelligence Artificielle et destinées au secteur du retail.,Haythem KhalifaSalem KhalifaBéchir Yahia,n.a.,n.a.
undefined,Elevage des abeilles pour la collecte de leurs venins pour des fins cosmétiques et thérapeutiques,HealthTech,2023,Mar-23,,null,Chedly Ellijimi,n.a.,n.a.
undefined,WARENA,Ad Tech and Creative Tech,2021,Mar-21,,Warena est une plateforme dont le but est de démocratiser le E-Sport pour les amateurs permettant l’organisation des tournois structurés et l’analyse des données des gamers,Naziha OuanesMohamed BoumizaMed Amine Jebabli,n.a.,n.a.
undefined,Rent a tutor,EdTech,2020,Sep-20,,Scaphandry offre une solution de cours extrascolaire en ligne pour faciliter le tutorat entre enseignants et élèves.,Abdeljalil Ghattas,n.a.,n.a.
undefined,Domicilier.tn,Business Software and services,2020,Nov-21,,Une solution de domiciliation 100% en ligne basée sur la signature électronique et une application mobile pour consulter les courriers en temps réel,Aymen MokademHaykel Ben othman,n.a.,n.a.
undefined,SupplyzPro,Business Software and services,2023,Mar-24,,"SupplyzPro est une solution ERP innovante qui résout les problèmes de rupture de stock et de surstock grâce à des modèles d'intelligence artificielle pré-entraînés et adaptés à chaque client. Elle permet de gérer efficacement vos stocks, ventes, et achats, tout en offrant une plateforme hautement personnalisable avec des droits d'accès dynamiques selon les rôles. SupplyzPro simplifie vos opérations commerciales et optimise vos décisions stratégiques grâce à des prévisions précises et une gestion intelligente des données.",Seddik HouimliMohamed Amine AbdenadherHazem HousseiniMahdi HsanKoutheir Cherni,contact@supplyzpro.com,21658299567
undefined,L G P,HealthTech,2020,Dec-20,,LGP est une marketplace de mise en relation entre les fournisseurs/prestataires de services d'un côté et les pharmaciens officinaux de l'autre.,Ahmed AFFES,n.a.,n.a.
undefined,UTIK,Fintech,2020,Feb-20,,"UTIK fournit des services personnalisés pour établir la confiance numérique à travers l''identification et la prédication des risques, la cryptographie et une infrastructure pour les applications décentralisées.",Makrem DhifalliAymen GatriMounir Bezzarga,n.a.,n.a.
undefined,Bon'Heure,Business Software and services,2019,Nov-19,,"Bon’Heure est une plateforme intelligente permettant l’optimisation et la facilitation du quotidien des entreprises et de leurs collaborateurs.                              En s’engageant pour un meilleur équilibre vie pro – vie perso et en soutenant la performance tant individuelle que collective, B’H est le partenaire et l’interlocuteur unique pour la vie en entreprise.",Nour TekayaSkander Gafsi,n.a.,n.a.
undefined,VISTASY,HealthTech,2020,Mar-21,,VISTASY permet aux patients des médecins et chirurgiens en esthétique de mieux prendre leurs décisions via des simulations post-opératoires quasi-réels.,Ahmed BadaouiAhmed Hamouda,n.a.,n.a.
undefined,Think-it,Business Software and services,2017,May-20,,Notre collectif élabore des solutions IA et Cloud pour aider les leaders de l'innovation à obtenir des résultats de haute qualité à moindre coût.,Mehemed BougseaJosha Raue,n.a.,n.a.
undefined,DIGITIN,Advanced Manufacturing & Robotics,2021,Oct-21,,"DIGITIN « Digitalisation & innovation » assure la mise en place d’un système, AGV (Automated Guided Vehicle) pour le transport des charges au sein des usines et des entrepôts.",Aymen Bergaoui,n.a.,n.a.
undefined,SMARTBAT,Consumer products and services,2020,Jan-25,,"Nous sommes la société SMARTBAT, le premier fabricant Tunisien de produit à base de chaux. Nous offrons des produits destinés aux professionnels du domaine du bâtiment.",Yassine BEN HIMENEMohamed Skander BEN HIMENEHend BEN HIMENE BELKADHINizar BELKADHI,n.a.,n.a.
undefined,PSYNARIOS,EdTech,2024,Oct-25,,null,Mohamed Ali Gamha,n.a.,n.a.
undefined,Wheelz,Consumer products and services,2023,Feb-23,,"Wheelz est une startup tunisienne spécialisée dans la création de dispositifs intelligents.
 Actuellement, Wheelz concentre ses ressources sur la création d'un E-bike intelligent doté de fonctionnalités étendues et d'un design exceptionnel.",Salim BenaounMohamed Wassim AbidiHela Msaddek,hello@wheelz.gtt-launchpad.com,55 450 206
undefined,Société Saghroun.com,Commerce and shopping,2018,Mar-20,,"Saghroun.com est une marketplace qui permet aux mamans et futures mamans de vendre et d'acheter des articles bébés, enfants et femmes enceintes en toute sécurité.",Ayet El Mouna Chemli,n.a.,n.a.
undefined,Festin/Vetcare,Agritech,2019,Dec-21,,Vet Care produit des additifs nutritionnels pour animaux d’élevage et de compagnie.,Lamine BouzguendaKhellil BouzguendaSarah Tatiana BouzguendaMestiri FaouziRania Ben hassine,n.a.,n.a.
undefined,Lavocato,Business Software and services,2021,Feb-22,,LAVOCATO est un projet de transformation digitale du métier des avocats. un outil stratégique 360° clé en main et facile d'usage. La vocation est franchement de remplacer les papiers par des fonctions numériques 2-clics,Khelifi Ali,n.a.,n.a.
undefined,Tiktak PRO,Business Software and services,2021,Oct-21,,"Welinco propose Tiktak PRO une plateforme qui permet la création de boutique en ligne, grâce à laquelle l’utilisateur peut vendre ses produits sur le marché.",Zied Bouhejba,n.a.,n.a.
undefined,Fisco,Fintech,2020,Mar-21,,Fisco est un expert comptable en ligne qui permet de faciliter l'onboarding des utilisateurs dans la télédéclaration pour les petits business.,Ismail AbdellaouiMohamed SghaierAlaa SouidFarouk Skhiri,n.a.,n.a.
undefined,CLEDISS,Business Software and services,2018,Jul-20,,"NOMADIS est une solution intégrée pour une gestion automatique de la vente, distribution et du merchandising.",Ahmed SalahSoumaya Dridi,n.a.,n.a.
undefined,TUNISIE ENCHERE,Commerce and shopping,2020,Jan-22,,Tunisie Enchere est une plateforme de vente en ligne aux enchères et à prix fixe,Yassine Jebir,contact@tunisie-enchere.com,29233737
undefined,HALONURSERY,Agritech,2022,Apr-22,,"HALONURSERY est une pépinière pour la domestication des halophytes d’intérêts économiques (agro-alimentaire, sources de biomolécules actives) pour promouvoir de nouvelles cultures dans les zones marginales.",Amira Dabbous,amiradabousbenali@gmail.com,95840557
undefined,Expert Team Tunisie,EdTech,2017,Mar-21,,"Expert Team Tunisie est un centre de formation continue dans les domaines de tests logiciels, gestion de projet et Ingénierie des exigences. La solution adopte l’approche de e-learning par l'organisation des sessions de formation en ligne et aussi par la conception d'une plateforme “Expertest” qui est destinée aux candidats souhaitent s’entraîner à passer les certifications ISTQB, IQBBA, Selenium et Agile pour tester leurs compétences.",Salah El Amami,n.a.,n.a.
undefined,ALMOURAFEK,Business Software and services,2020,Aug-20,,"Smart Aid Technologies développe des solutions intelligentes, pour l'aide à la prise de décisions pour des entreprises ou des particuliers. SA-Tech offre spécialement une gamme de dispositifs d'assistance à la navigation permettant aux personnes à besoins spécifiques de bien interagir avec leur environnement et de surmonter leurs incapacités",Imène Khanfir KallelSonda Ammar Bouhamed,n.a.,n.a.
undefined,Satisfy Insight,TravelTech,2024,Jun-24,,null,Kantaoui GALLASyosr hallebAnis SEHILI,n.a.,n.a.
undefined,Hanoutify,Commerce and shopping,2021,Jun-21,,"Dokken est une plate-forme de création de sites web classiques & e-commerce en mode SaaS, en moins de 10 minutes.",Tarek BerrehoumaMohamed Ben Rhouma,n.a.,n.a.
undefined,Talifouni+,Business Software and services,2025,Oct-25,,null,Baha Kaabaoui,n.a.,n.a.
undefined,ALIDADE,Business Software and services,2016,Feb-24,,Alidade accompagne les laboratoires pharmaceutiques dans leur processus d'excellence commerciale par  un service de données produits et clients appelé DataVey  et par un service Technologique articulé autour la plateforme CannyForce  de gestion de la force de vente en Cloud sécurisé et hautement disponible.,Mejdi GaddouchMonia Grtimene,mejdi.gaddouch@alidade.tn,98223000
undefined,TRUE DELTA,Fintech,2022,Feb-22,,"True Delta fournit aux équipes opérationnelles de trading et de gestion des investissements un logiciel rapide, automatisé et dynamique pour réconcilier, les données des positions négociées, avec les positions confirmées sur le marché .",Henda Regaya,n.a.,n.a.
undefined,Thiqab,Business Software and services,2023,Aug-23,,Notre projet est spécialisé dans le développement de stratégies de trading automatisées et d'algorithmes d'apprentissage automatique pour les investisseurs. Nos algorithmes de trading proposent de nouvelles fonctionnalités d'intelligence artificielle afin de concevoir et analyser les données du marché. Nos algorithmes d'apprentissage automatique offrent des outils pour effectuer des transactions basées sur des règles prédéfinies et fournir à nos clients des résultats efficaces et précis.,Kaouther HedhlyHatem Zegnani,n.a.,n.a.
undefined,FININFO SOLUTIONS,Fintech,2019,Aug-23,,"FININFO SOLUTIONS est une entreprise innovante
 spécialisé dans le développement et l'implémentation de logiciels
 pour les institutions financières.",FARES NAIET  EL GAIED,fgaied@fininfosolutions.com,33622446577
undefined,Co-Solar,Environment,2020,Dec-20,,"Co-Solar développe des produits technologiques innovants liés à l’énergie solaire pour améliorer l’efficacité énergétique des industries, agriculteurs et résidentiels.",Mahmoud HammamiYessin Boutabba,contact@co-solar.com,+216 56 223 454
undefined,RoboCare,Agritech,2020,Nov-20,,Robocare offre une solution pour résoudre la propagation rapide des maladies chez les plantes sous serres et l'utilisation massive des pesticides. Robocare détecte les maladies à une étape précoce en utilisant la technologie spectrale ce qui va améliorer la qualité et la quantité des récoltes et diminuer l’utilisation des pesticides.,Imen HbiriAbdelaziz Kallel,n.a.,n.a.
undefined,Services voitures épaves (SVE),Business Software and services,2020,Dec-20,,"Services Voitures Epaves permet de digitaliser et faciliter les transactions entre les assurances, les épavistes et les experts automobiles dans le domaine des voitures épaves.",Farah M'seddiSlim M'seddiJalel SATOURI,n.a.,n.a.
undefined,ODIX,Business Software and services,2021,May-21,,ODIX est un ERP qui regroupe tous les besoins d’une PME dans un seul endroit.,Anis ZehaniAnissa Zehani,n.a.,n.a.
undefined,Smart House Tunisia,Consumer products and services,2020,Oct-20,,DomHome conçoit et fabrique des interrupteurs tactiles intelligents pour des bâtiments connectés.,Chouchene AchrefYasmine Ben AmeurSouilem SeifSiwar Boufares,n.a.,n.a.
undefined,SoK'ari,HealthTech,2024,Mar-25,,null,Manel MradMohamed Amine MradMohamed Rached Nabouli,n.a.,n.a.
undefined,Toumi Electronics,Advanced Manufacturing & Robotics,2017,Nov-20,,"TOUMI Electronics offrant des solutions d’ingénierie pour l’industrie électronique, électromécanique, L’industrie grand public, automobile et défense.",Ali Toumi,n.a.,n.a.
undefined,"Baity tn ""Decoriz"" SARL",Commerce and shopping,2017,Dec-19,,Baity.tn est un Marketplace ou une plate-forme virtuelle de mise en relation directe entre fabricants et acheteurs de produits de meubles et décoration.,Saber GharsellaouiEmna Bejaoui,n.a.,n.a.
undefined,NetShareK Network Share Knowledge,EdTech,2021,Mar-21,,NetShareK est une plateforme en ligne qui permet aux enseignants de partager/ co-créer leurs ressources de cours entre eux et avec leurs élèves ou étudiants.,Riadh BrinsiAbdallah Bakir,n.a.,n.a.
undefined,SOFI,Commerce and shopping,2021,Jun-21,,"SOFISOFT est une Marketplace qui met en relation les vendeurs et les acheteurs d’articles de décoration, en mettant à leur disposition un système d’aide à la décision basé sur l’association et l’harmonisation des couleurs lors de l’achat d’article de décoration.",Kaies TarresMohamed TarresSoumaya Tarres,n.a.,n.a.
undefined,G.A.J,HealthTech,2020,Jun-21,,GAJ (groupe anti jetable) se spécialise dans la fabrication et le développement de la cosmétique qui répond aux préoccupations environnementales.,Leila MarzougSkander daas,n.a.,n.a.
undefined,kids protect,HealthTech,2021,Mar-21,,"Kids Protect est une application destinée aux parents pour protéger les yeux de leurs enfants (distance écrans, exercices et test visuels, durée d'exposition) avec un contenu adapté.",Sassi SiwarYasmine Selmi,n.a.,n.a.
undefined,Cleanance,Social Business,2019,Mar-25,,null,Mghaieth Helaasma mghaiethFatma mghaieth,n.a.,n.a.
undefined,fixiha.tn,Commerce and shopping,2016,Sep-19,,Fixiha.tn est une marketplace spécialisée dans les produits de bricolage et de jardinage pour professionnels et particuliers.,Ahmed Ben Said,n.a.,n.a.
undefined,CREATIVE CULINARY,FoodTech & New Food,2015,Jun-19,,Application de cuisine maison en livraison. Des plats mijotés avec des ingrédients frais et de saison commandables en 3 clics et livrés en 35 minutes.,Aziz BenChedliMahmoud DerouicheAhmed Selmi,n.a.,n.a.
undefined,BUS SOFTWARE,Consumer products and services,2018,May-19,,Bus Software offre un nouveau dispositif de perception sur le transport public avec un SAEIV (Systèmes d’Aide à l’Exploitation et d’Information des Voyageurs).,Amor SahnounMakrem Erguez,n.a.,n.a.
undefined,HUBS TRAVEL,TravelTech,2022,Oct-22,,"Hubs travel c'est la Première plateforme E-tourisme sur le marché qui donné l'accès à nos principaux client ( agence de voyages , hotels ...) la main de mettre leur offre sur notre plateforme d'une manière périodique selon le type de contrat choisi pour faciliter aux consommateurs final d'avoir des notifications d'une manière rapide dés l'inscription selon le choix et le budget défini en avance sans perdre du temps sur internet",Hatem Ben BrahimWafa Ghrir,n.a.,n.a.
